original_claim,negation_claim,more_specific_claim,less_specific_claim,original_baseline,negation_baseline,more_specific_baseline,less_specific_baseline
The mass extinction during the Permian period was primarily caused by massive volcanic eruptions.,The mass extinction during the Permian period was not primarily caused by massive volcanic eruptions.,The mass extinction during the Permian period was primarily caused by massive volcanic eruptions that released over 1 million cubic kilometers of lava.,The mass extinction during the Permian period was caused by volcanic activity.,0.7956549323951424,0.2690379699624377,0.7781857513754084,0.725208155945357
Some types of dietary fiber improve gut microbiota diversity.,Some types of dietary fiber do not improve gut microbiota diversity.,Certain types of soluble dietary fiber improve gut microbiota diversity in individuals with a high-fiber diet.,Some types of dietary fiber affect gut microbiota.,0.8499830224692715,0.6693678213827681,0.7722266944175418,0.8921008023751537
Moderate consumption of red wine can have a positive effect on heart health.,Moderate consumption of red wine cannot have a positive effect on heart health.,"Moderate consumption of red wine, specifically a glass of Cabernet Sauvignon per day, can have a positive effect on heart health.",Moderate consumption of red wine can have an effect on health.,0.7129403377073606,0.36369362013826645,0.7233818056050775,0.7481810763259582
Moderate alcohol consumption may reduce the risk of coronary heart disease.,Moderate alcohol consumption may not reduce the risk of coronary heart disease.,Moderate alcohol consumption may reduce the risk of coronary heart disease in individuals over the age of 50.,Alcohol consumption can reduce the risk of some diseases.,0.6794637994464697,0.7307339360199616,0.6796611118759612,0.6484710944905028
Eating a diet high in processed foods increases the risk of developing type 2 diabetes.,Eating a diet high in processed foods does not increase the risk of developing type 2 diabetes.,Eating a diet high in processed foods significantly increases the risk of developing type 2 diabetes in individuals over the age of 40.,Eating a diet high in processed foods increases the risk of developing health issues.,0.8499653676036294,0.11314633364705456,0.8449244131494374,0.8500151969964423
Moderate physical activity positively impacts cognitive function in older adults.,Moderate physical activity does not positively impact cognitive function in older adults.,Moderate physical activity positively impacts cognitive function in older adults aged 65 and above.,Physical activity positively impacts cognitive function.,0.8499771397378717,0.14825125035482528,0.8499741291269587,0.8502309123686419
Regular intake of omega-3 fatty acids contributes to improved cardiovascular health.,Regular intake of omega-3 fatty acids does not contribute to improved cardiovascular health.,Regular intake of omega-3 fatty acids contributes to significantly improved cardiovascular health in individuals with a family history of heart disease.,Regular intake of omega-3 fatty acids contributes to health.,0.8499059051868494,0.12993842433752398,0.7518949256215725,0.8499816516484384
Omega-3 fatty acids can have beneficial effects on cardiovascular health.,Omega-3 fatty acids cannot have beneficial effects on cardiovascular health.,Omega-3 fatty acids can have beneficial effects on cardiovascular health in individuals with existing heart conditions.,Omega-3 fatty acids can have effects on health.,0.851881394876943,0.09917022969249345,0.8499772573166269,0.9168071791096111
There is a genetic component to obesity.,There is not a genetic component to obesity.,There is a significant genetic component to obesity that affects at least 50% of individuals with obesity.,There is a component to obesity.,0.850741230259942,0.06769690233557414,0.7504386523409495,0.8565747239234838
"Regular consumption of diets rich in antioxidants can reduce the risk of chronic diseases, including heart disease and certain types of cancer.","Regular consumption of diets rich in antioxidants cannot reduce the risk of chronic diseases, including heart disease and certain types of cancer.","Regular consumption of diets rich in antioxidants can reduce the risk of chronic diseases, including heart disease and certain types of cancer, by at least 30%.",Regular consumption of diets rich in antioxidants can reduce the risk of chronic diseases.,0.7502068707969106,0.3006271080446237,0.6592895342990309,0.7493933849329636
Moderate aerobic exercise can improve cognitive function in older adults.,Moderate aerobic exercise cannot improve cognitive function in older adults.,Moderate aerobic exercise for at least 150 minutes per week can significantly improve cognitive function in older adults.,Aerobic exercise can improve cognitive function.,0.8499296146390608,0.15369681264138915,0.8495227193699576,0.8500169997356558
Most of the universe's visible matter consists of hydrogen.,Most of the universe's visible matter does not consist of hydrogen.,Almost all of the universe's visible matter consists of hydrogen.,Some of the universe's visible matter consists of hydrogen.,0.9493273523507714,0.10450538403505764,0.896377429743326,0.9522912946206772
"Most of the human genome is non-coding DNA, often referred to as ""junk"" DNA, but it plays significant roles in regulating gene expression and maintaining genome stability.","Most of the human genome is coding DNA, often not referred to as ""junk"" DNA, and it does not play significant roles in regulating gene expression and maintaining genome stability.","Most of the human genome is non-coding DNA, often referred to as ""junk"" DNA, but it plays significant roles in regulating gene expression and maintaining genome stability, with at least 90% of non-coding regions being functionally important.","Most of the human genome is non-coding DNA, which plays roles in regulating gene expression.",0.850546693649751,0.1882526795244368,0.8498219589149705,0.8904902642374027
Regular consumption of processed meats is associated with an increased risk of developing colorectal cancer.,Regular consumption of processed meats is not associated with an increased risk of developing colorectal cancer.,Regular consumption of processed meats is associated with a significantly increased risk of developing colorectal cancer in individuals over the age of 50.,Regular consumption of processed meats is associated with an increased risk of developing some health issues.,0.8505069386395597,0.10962653747015753,0.8499819227964045,0.8501208702499413
Most of Earth's oxygen is produced by oceanic plankton.,Most of Earth's oxygen is not produced by oceanic plankton.,Almost all of Earth's oxygen is produced by oceanic plankton.,Some of Earth's oxygen is produced by oceanic plankton.,0.8785501952917025,0.14965543976764514,0.8863640736253018,0.9399587338834757
Regular exercise reduces the risk of developing type 2 diabetes.,Regular exercise does not reduce the risk of developing type 2 diabetes.,Regular exercise reduces the risk of developing type 2 diabetes by at least 30%.,Regular exercise is associated with a lower risk of developing type 2 diabetes.,0.9077352169382109,0.05149677168750841,0.8447864112643206,0.8917503655508265
The common cold is primarily caused by rhinoviruses.,The common cold is not primarily caused by rhinoviruses.,The common cold is primarily caused by rhinoviruses in individuals aged 5 to 15 years.,The common cold is caused by viruses.,0.8828799315420912,0.0801708086196115,0.7073562974119706,0.9503231758333244
The genetic makeup of an individual plays a significant role in determining their susceptibility to type 2 diabetes.,The genetic makeup of an individual does not play a significant role in determining their susceptibility to type 2 diabetes.,"The genetic makeup of an individual plays a significant role in determining their susceptibility to type 2 diabetes, accounting for at least 50% of the risk.",The genetic makeup of an individual plays a role in determining their susceptibility to type 2 diabetes.,0.850031200290652,0.17212992385995232,0.7228201109925334,0.8555977695511002
Most human diseases have a genetic component.,Most human diseases do not have a genetic component.,Most human diseases have a significant genetic component that accounts for at least 50% of the risk.,Some human diseases have a genetic component.,0.8495087054277422,0.21746357658284976,0.630088729865422,0.9498764765540725
Most of Earth's liquid freshwater is stored in glaciers and ice caps.,Most of Earth's liquid freshwater is not stored in glaciers and ice caps.,Almost all of Earth's liquid freshwater is stored in glaciers and ice caps.,Some of Earth's liquid freshwater is stored in glaciers and ice caps.,0.8979044103830929,0.2884028541950362,0.8994515441018938,0.9483876869850882
Most human cancers are caused by a combination of genetic mutations and environmental factors.,Most human cancers are not caused by a combination of genetic mutations and environmental factors.,Most human cancers are caused by a combination of at least three specific genetic mutations and environmental factors.,Some human cancers are caused by genetic mutations or environmental factors.,0.8539593401772158,0.09913015375405454,0.7445175247844977,0.9494583952746691
Most human cancers involve some alteration in the p53 gene.,Most human cancers do not involve any alteration in the p53 gene.,Almost all human cancers involve a specific mutation in the p53 gene.,Some human cancers involve an alteration in the p53 gene.,0.8648962810697484,0.12264877623530265,0.7237745213678717,0.9495190168337043
Most adults have more bacteria cells in their body than human cells.,Most adults do not have more bacteria cells in their body than human cells.,"Most adults have more bacteria cells in their body than human cells, with a ratio of at least 10 to 1.",Most adults have bacteria cells in their body.,0.7940976499317894,0.35207839326189505,0.6837246837057287,0.9499388691181236
All living cells use DNA as their genetic material.,Not all living cells use DNA as their genetic material.,All living cells use double-stranded DNA as their genetic material.,Some living cells use DNA as their genetic material.,0.94184785552456,0.9011695616540786,0.8320530101544203,0.9505803334455619
Cleopatra VII was a natural redhead.,Cleopatra VII was not a natural redhead.,Cleopatra VII was a natural redhead with distinct auburn hair.,Cleopatra VII had red hair.,0.23284827211786388,0.7124240678447896,0.24839717791522326,0.25308217851320164
A randomly selected person has exactly two siblings.,A randomly selected person does not have exactly two siblings.,A randomly selected person has exactly two siblings who are both younger than them.,A randomly selected person has at least one sibling.,0.13860755089708174,0.7123637662148974,0.1631449361794665,0.4972032878113906
A person randomly selected from the global population will have a PhD in Astrophysics.,A person randomly selected from the global population will not have a PhD in Astrophysics.,A person randomly selected from the global population will have a PhD in Astrophysics from a top-tier university.,A person randomly selected from the global population will have a PhD.,0.0033556825564363913,0.9528941408841637,0.00039274282558781314,0.04811345379502226
A person randomly chosen from the global population is taller than 6 feet 5 inches (195.58 cm).,A person randomly chosen from the global population is not taller than 6 feet 5 inches (195.58 cm).,A person randomly chosen from the global population is taller than 6 feet 5 inches (195.58 cm) and is male.,A person randomly chosen from the global population is taller than 6 feet.,0.04703413080200705,0.8897860273731222,0.04948053758893577,0.06847725803673972
Pluto has an underground ocean.,Pluto does not have an underground ocean.,Pluto has a subsurface ocean that is at least 100 kilometers deep.,Pluto has some form of subsurface activity.,0.6393967550513214,0.7115466863551234,0.6565443005664828,0.660504737473437
"In any given year, 90% of newly published novels will never sell more than 1000 copies.","In any given year, not 90% of newly published novels will sell more than 1000 copies.","In any given year, 90% of newly published novels will never sell more than 500 copies.","In any given year, a significant number of newly published novels will never sell more than 1000 copies.",0.7491880579326016,0.746652378348147,0.727922383742614,0.8497382764227165
Venus has active volcanoes on its surface.,Venus does not have active volcanoes on its surface.,Venus has multiple active volcanoes on its surface that erupt at least once every few decades.,Venus has geological activity on its surface.,0.7895819470956172,0.4060062668293318,0.7359937782772589,0.7914547415871986
A randomly selected individual has visited more than three countries.,A randomly selected individual has not visited more than three countries.,A randomly selected individual has visited more than five countries.,A randomly selected individual has visited at least one country.,0.42058630309182804,0.4619451279024402,0.33378052740606706,0.6424717293708873
The Sahara Desert was once a lush and fertile region.,The Sahara Desert was never a lush and fertile region.,The Sahara Desert was once a lush and fertile region capable of supporting large populations of diverse wildlife and vegetation.,The Sahara Desert has been a lush and fertile region at some point in its history.,0.8485905288791885,0.28636865956492324,0.8493164950169395,0.8494457480831794
The Great Pyramid of Giza contains a secret chamber that has not yet been discovered by historians and archaeologists.,The Great Pyramid of Giza does not contain a secret chamber that has not yet been discovered by historians and archaeologists.,"The Great Pyramid of Giza contains a secret chamber that has not yet been discovered by historians and archaeologists, and it is located at least 50 meters below the surface.",The Great Pyramid of Giza contains a chamber that has not yet been discovered.,0.6107319387774609,0.6880636749145483,0.2879008048118948,0.6783979268884814
A randomly selected adult in the United States has visited Japan.,A randomly selected adult in the United States has not visited Japan.,A randomly selected adult in the United States has visited Japan at least once in the past five years.,A randomly selected adult in the United States has traveled internationally.,0.1978262255212963,0.807947017486186,0.1302836440252109,0.40581374709286194
A randomly chosen adult in the U.S. is left-handed.,A randomly chosen adult in the U.S. is not left-handed.,A randomly chosen adult in the U.S. is left-handed and also has a college degree.,A randomly chosen adult in the U.S. is not right-handed.,0.8148041224256646,0.8046887366477965,0.22869037350669466,0.09885287611153368
Dolphins have a sophisticated language that is comparable in complexity to human languages.,Dolphins do not have a sophisticated language that is comparable in complexity to human languages.,"Dolphins have a sophisticated language that is comparable in complexity to human languages, with a vocabulary of at least 100 distinct sounds used in specific contexts.",Dolphins have a form of communication.,0.6969656687800244,0.499316664395136,0.7247622502314836,0.9500817213154226
Pluto has more than one ocean beneath its surface.,Pluto does not have more than one ocean beneath its surface.,Pluto has multiple large oceans beneath its surface.,Pluto has at least one ocean beneath its surface.,0.11370162224729255,0.7199161181842395,0.09608666339667893,0.6466928702699842
Twins have a higher threshold for pain compared to non-twins.,Twins do not have a higher threshold for pain compared to non-twins.,Identical twins have a higher threshold for pain compared to non-twin siblings.,Twins have a different threshold for pain compared to non-twins.,0.32747950410667753,0.708981784720321,0.42440664444198434,0.4457167095178471
There is intelligent extraterrestrial life within our galaxy.,There is not intelligent extraterrestrial life within our galaxy.,There is intelligent extraterrestrial life within our galaxy that is capable of communicating with humans.,There is extraterrestrial life within our galaxy.,0.33357125311139846,0.11055050059195333,0.09905544745508767,0.4839484442479796
Dolphins have a structured language as complex as human languages.,Dolphins do not have a structured language as complex as human languages.,"Dolphins have a structured language as complex as human languages, with a vocabulary of at least 100 distinct sounds.",Dolphins have a structured language.,0.6136188492388119,0.8360080119251346,0.6961731505122034,0.7537744135141551
The painting in your living room is an original piece by a renowned artist.,The painting in your living room is not an original piece by a renowned artist.,The painting in your living room is an original piece by a renowned artist from the 19th century.,The painting in your living room is a piece by an artist.,0.36678933398094216,0.5009868028207244,0.19492574922117767,0.5329531154994509
There are exactly 30 species of birds that can truly hover in mid-flight.,There are not exactly 30 species of birds that can truly hover in mid-flight.,"There are exactly 30 species of birds that can truly hover in mid-flight, all of which belong to the family Trochilidae (hummingbirds).",There are several species of birds that can truly hover in mid-flight.,0.599167177330471,0.7124076176030657,0.6609598837152777,0.8826153430367554
"There is currently undiscovered life on Europa, one of Jupiter's moons.","There is not currently undiscovered life on Europa, one of Jupiter's moons.","There is currently undiscovered complex multicellular life on Europa, one of Jupiter's moons.","There is currently life on Europa, one of Jupiter's moons.",0.1690499687058157,0.16824986446835596,0.08183229827858467,0.08980590628913371
Some species of turtles can breathe through their butts.,No species of turtles can breathe through their butts.,Some species of turtles can breathe through their butts during hibernation.,Some turtles can breathe through their butts.,0.8501961826852044,0.3988238996987999,0.8495377487526042,0.8488500624100372
Dolphins use individual names to identify each other.,Dolphins do not use individual names to identify each other.,Dolphins use unique individual names to identify each other in specific social groups.,Dolphins use sounds to communicate with each other.,0.8498765760222878,0.21768198998151722,0.8501418157921026,0.9499794611090767
Julius Caesar was left-handed.,Julius Caesar was not left-handed.,Julius Caesar was left-handed and wrote with his left hand.,Julius Caesar was likely left-handed.,0.21860925211962126,0.6432369331083579,0.15058564784242504,0.3383813301234532
Venus has active volcanoes.,Venus does not have active volcanoes.,"Venus has at least five active volcanoes that have erupted within the last 10,000 years.",Venus has some geological activity.,0.740104696714956,0.33727378283916887,0.6583081605790343,0.7602951555246742
More than half of the world's population is multilingual.,Less than half of the world's population is multilingual.,"More than half of the world's population is multilingual, speaking at least three languages fluently.",Some of the world's population is multilingual.,0.6273627104064335,0.6728090291636043,0.1687479135944972,0.9497591005982463
It will rain in Seattle tomorrow.,It will not rain in Seattle tomorrow.,It will rain in Seattle tomorrow with a precipitation of at least 0.5 inches.,It might rain in Seattle tomorrow.,0.5768207192106213,0.5918815512097511,0.6718875688802897,0.710857716592098
Most smartphone users have over 30 apps installed on their devices.,Most smartphone users do not have over 30 apps installed on their devices.,Most smartphone users have over 30 apps installed on their devices that are actively used at least once a week.,Most smartphone users have apps installed on their devices.,0.7303183429530664,0.5732872621556261,0.6776694161066439,0.9078948237729928
Tim Burton has directed more than 35 films.,Tim Burton has not directed more than 35 films.,Tim Burton has directed more than 40 films.,Tim Burton has directed several films.,0.2099716047198214,0.8482311693662449,0.2353441514804536,0.9504705272070849
A randomly selected adult in the United States has a bachelor's degree.,A randomly selected adult in the United States does not have a bachelor's degree.,A randomly selected adult in the United States has a bachelor's degree from a four-year accredited institution.,A randomly selected adult in the United States has a degree.,0.3215701051301491,0.6552228568840396,0.33108409409124945,0.41839416194722534
A randomly selected person is taller than 165 cm.,A randomly selected person is not taller than 165 cm.,A randomly selected person is taller than 170 cm.,A randomly selected person is taller than 150 cm.,0.5675040640515379,0.46434538667269754,0.575331681946767,0.7445932565251422
The heart of an average adult blue whale weighs about as much as a car.,The heart of an average adult blue whale does not weigh about as much as a car.,The heart of an average adult blue whale weighs about as much as a small car.,The heart of a blue whale weighs about as much as a large object.,0.8530448733257547,0.6601504363373141,0.8582532360463229,0.7115700745195008
Most people have over 100 friends on social media.,Most people do not have over 100 friends on social media.,"Most people have over 100 friends on social media, with at least 50 of them being active users.",Most people have friends on social media.,0.6385318307277976,0.6539923703047071,0.48953557240809625,0.78585194590757
The average adult human body contains between 5 and 6 liters of blood.,The average adult human body does not contain between 5 and 6 liters of blood.,The average adult human body contains exactly 5.5 liters of blood.,The average adult human body contains blood.,0.8650414611306044,0.34583814644185146,0.7132815758045156,0.9975900123765625
Most adults in the United States have a social media account.,Most adults in the United States do not have a social media account.,Most adults in the United States have a social media account that they actively use at least once a week.,Most adults in the United States use the internet.,0.8501058689848192,0.19068447929781282,0.767006988294272,0.9491050029443229
Most people have more than 100 followers on Instagram.,Most people do not have more than 100 followers on Instagram.,"Most people have more than 100 followers on Instagram, with at least 50 of those followers being active users.",Most people have followers on Instagram.,0.3807493617639415,0.3776796136933828,0.38017427656021907,0.6744416524209239
More than half of the world's population lives in urban areas.,Less than half of the world's population does not live in urban areas.,"More than half of the world's population lives in urban areas with a population density of over 1,000 people per square kilometer.",A significant portion of the world's population lives in urban areas.,0.8421915343534512,0.3016669409135403,0.6788161946702828,0.9052850331044848
More than 50% of adults worldwide own a smartphone.,Less than or equal to 50% of adults worldwide do not own a smartphone.,More than 50% of adults worldwide own a smartphone that supports 5G connectivity.,More than 50% of adults worldwide own a mobile device.,0.8494916829843495,0.7334924169211987,0.6500934177035247,0.8500929443991257
Most people worldwide prefer summer over winter.,Most people worldwide do not prefer summer over winter.,Most people worldwide prefer summer over winter in regions with a temperate climate.,Most people worldwide have a preference for one season over another.,0.538424153634941,0.37101921837448976,0.6344490472458327,0.7470111950864095
"Most people have more than 100,000 hairs on their head.","Most people do not have more than 100,000 hairs on their head.","Most people have more than 100,000 hairs on their head, with the majority having between 100,000 and 150,000 hairs.",Most people have hair on their head.,0.7529331915469163,0.34300195795222616,0.7647477381622673,0.9456471579926066
Most people in the world live in urban areas.,Most people in the world do not live in urban areas.,Most people in the world live in urban areas with populations exceeding one million.,Many people in the world live in urban areas.,0.7400709750648475,0.32660725108480315,0.3338146189507527,0.9129473362841481
Most households in the United States own at least one car.,Most households in the United States do not own at least one car.,Most households in the United States own at least one car that is less than five years old.,Most households in the United States own a vehicle.,0.851418477999538,0.10151930631796333,0.6489035210362935,0.8635428860036792
Most adults in the United States own a smartphone.,Most adults in the United States do not own a smartphone.,Most adults in the United States own a smartphone that is capable of accessing the internet.,Most adults in the United States own a phone.,0.8644755328719559,0.09236705580928081,0.8524329291908382,0.9465420377454606
Most adults in the world have more than one mobile phone subscription.,Most adults in the world do not have more than one mobile phone subscription.,"Most adults in the world have more than one mobile phone subscription, with at least one being a data plan.",Most adults in the world have a mobile phone subscription.,0.34357537528401716,0.5424598146401156,0.33478393330729683,0.8492354108223787
Most people have more than 100 friends and acquaintances throughout their lifetime.,Most people do not have more than 100 friends and acquaintances throughout their lifetime.,Most people have more than 100 close friends and acquaintances throughout their lifetime.,Most people have friends and acquaintances throughout their lifetime.,0.6840056877727294,0.7002343528037923,0.27146425039034094,0.8534774121044552
Most adult cats are lactose intolerant.,Most adult cats are not lactose intolerant.,Almost all adult cats are lactose intolerant.,Some adult cats are lactose intolerant.,0.8488258959904256,0.28566157590199526,0.8495496836539864,0.8488909586990881
Most adults can hold their breath for 30 seconds.,Most adults cannot hold their breath for 30 seconds.,Most adults can hold their breath for 30 seconds while remaining completely still.,Some adults can hold their breath for 30 seconds.,0.7440222179220349,0.46120393853506336,0.7336313159016145,0.9492454548616043
Most cats have a preference for using their right paw over their left paw.,Most cats do not have a preference for using their right paw over their left paw.,Most cats have a strong preference for using their right paw over their left paw.,Some cats have a preference for using one paw over the other.,0.6266211926676677,0.6849252671694336,0.5757712052515364,0.7878480721000279
Many humans can taste the difference between bottled water and tap water.,Many humans cannot taste the difference between bottled water and tap water.,Many humans can taste the difference between premium bottled water and tap water.,Some humans can taste the difference between bottled water and tap water.,0.7462294928920556,0.7416692966661445,0.716768821876264,0.8498828772299529
Most people in the world have access to a mobile phone.,Most people in the world do not have access to a mobile phone.,Most people in the world have access to a mobile phone with internet connectivity.,Most people in the world have access to a phone.,0.8497352178847979,0.14893412954646096,0.7548069064703303,0.8452286673518177
Most adults in the world have a cell phone.,Most adults in the world do not have a cell phone.,Most adults in the world have a smartphone with internet access.,Most adults in the world have a communication device.,0.8503905744142713,0.09890261628440301,0.7233019638847056,0.7792998111469133
Most adult cats have more than 18 teeth.,Most adult cats do not have more than 18 teeth.,"Most adult cats have more than 18 teeth, specifically 30 teeth.",Most adult cats have teeth.,0.1333746077024667,0.9037799161286821,0.9198818606242674,0.9538623642037325
There exists an uncontacted human tribe living in the Amazon Rainforest that has developed its own form of written language.,There does not exist an uncontacted human tribe living in the Amazon Rainforest that has developed its own form of written language.,There exists an uncontacted human tribe living in the Amazon Rainforest that has developed its own complex form of written language consisting of over 100 unique symbols.,There exists an uncontacted human tribe living in the Amazon Rainforest.,0.16863255569365415,0.7281828084711252,0.10369146586201408,0.8453929573550346
Venus hosts a form of microbial life within its atmosphere.,Venus does not host a form of microbial life within its atmosphere.,Venus hosts a specific form of microbial life that thrives in the upper atmosphere at temperatures between 20 to 30 degrees Celsius.,Venus hosts some form of life within its atmosphere.,0.12731597824688504,0.846349702840115,0.08951149862745926,0.09320515015829509
Cleopatra VII was primarily of sub-Saharan African descent.,Cleopatra VII was not primarily of sub-Saharan African descent.,"Cleopatra VII was primarily of sub-Saharan African descent, with at least 75% of her ancestry traced to that region.",Cleopatra VII had ancestry from various regions.,0.10261281902759796,0.8816989140840312,0.0703953838517185,0.8803270158518636
Venus harbors microbial life in its cloud decks.,Venus does not harbor microbial life in its cloud decks.,Venus harbors microbial life in its cloud decks that can survive extreme temperatures and acidity.,Venus has some form of life in its atmosphere.,0.11219318405699986,0.847677330849284,0.18055082497776315,0.13126742668769217
More than half of all known species have not yet been discovered by scientists.,More than half of all known species have been discovered by scientists.,More than three-quarters of all known species have not yet been discovered by scientists.,Many species have not yet been discovered by scientists.,0.7081279458540337,0.4127293618158563,0.6722073091415564,0.8505114994282988
There is a previously undiscovered species of large mammal living in the depths of the Amazon rainforest.,There is not a previously undiscovered species of large mammal living in the depths of the Amazon rainforest.,"There is a previously undiscovered species of large mammal, specifically a type of primate, living in the depths of the Amazon rainforest.",There is a previously undiscovered species of mammal living in the Amazon rainforest.,0.22358077490480388,0.3380771175633677,0.21477644574689567,0.6765649704228706
Most of the oxygen on Earth comes from the oceans.,Most of the oxygen on Earth does not come from the oceans.,Almost all of the oxygen on Earth comes from the oceans.,Some of the oxygen on Earth comes from the oceans.,0.857657114028286,0.1806403278750043,0.8549314102851251,0.9259811651707882
Pluto has underground oceans containing microbial life.,Pluto does not have underground oceans containing microbial life.,Pluto has underground oceans containing microbial life that can survive extreme cold temperatures.,Pluto has underground oceans.,0.11147875514649735,0.8361051795624692,0.19594228325320068,0.5902391335928785
The Higgs boson is not the only mechanism that gives particles mass.,The Higgs boson is the only mechanism that gives particles mass.,"The Higgs boson is not the only mechanism that gives fundamental particles mass, as there are at least two other theoretical mechanisms proposed in advanced particle physics.",There are mechanisms that give particles mass.,0.801481469987003,0.6947501083615952,0.6765668171997895,0.9486940684560371
"Most of the oxygen on Earth is produced by terrestrial plants, not by oceanic phytoplankton.","Most of the oxygen on Earth is not produced by terrestrial plants, but by oceanic phytoplankton.","Almost all of the oxygen on Earth is produced by terrestrial plants, not by oceanic phytoplankton.",Most of the oxygen on Earth is produced by plants.,0.19580150386625536,0.849716417058009,0.20143804994023248,0.8471556365811529
Most of the water on Mars is contained within its polar ice caps.,Most of the water on Mars is not contained within its polar ice caps.,Almost all of the water on Mars is contained within its polar ice caps.,Some of the water on Mars is contained within its polar ice caps.,0.8500813282078415,0.275166279515355,0.7923365879780033,0.9151035726395068
The Voynich Manuscript is a coded alchemical recipe book.,The Voynich Manuscript is not a coded alchemical recipe book.,The Voynich Manuscript is a coded alchemical recipe book specifically focused on the transmutation of base metals into gold.,The Voynich Manuscript contains coded text.,0.313660647517265,0.69490069267595,0.21818609706421185,0.8535634900882236
The Voynich Manuscript is a complex code created by a single individual.,The Voynich Manuscript is not a complex code created by a single individual.,The Voynich Manuscript is a complex code created by a single individual with advanced knowledge of linguistics and cryptography.,The Voynich Manuscript is a complex code created by individuals.,0.38881651292787356,0.6424422083557085,0.39059598167932597,0.5830728228657293
The Voynich Manuscript is a complex code created by a secret society to preserve hidden knowledge.,The Voynich Manuscript is not a complex code created by a secret society to preserve hidden knowledge.,The Voynich Manuscript is a complex code created by a secret society in the 15th century to preserve hidden knowledge about advanced scientific concepts.,The Voynich Manuscript is a complex code.,0.27221078971166124,0.7623199802373739,0.26407516197264724,0.6753017906672083
Humans will discover definitive evidence of microorganisms living beneath the surface of Mars.,Humans will not discover definitive evidence of microorganisms living beneath the surface of Mars.,Humans will discover definitive evidence of complex microorganisms living beneath the surface of Mars.,Humans will discover evidence of microorganisms on Mars.,0.31774362531810696,0.5740693241814028,0.22621070108185948,0.5846841815487092
Quantum computers will be able to break current encryption algorithms within the next 5 years.,Quantum computers will not be able to break current encryption algorithms within the next 5 years.,Quantum computers will be able to break current encryption algorithms within the next 3 years.,Quantum computers will be able to break some encryption algorithms.,0.639925404634705,0.6766610034049482,0.39947972021551437,0.8499993499626568
Caffeine consumption can lead to significant improvement in long-term memory retention in adults.,Caffeine consumption cannot lead to significant improvement in long-term memory retention in adults.,Caffeine consumption can lead to significant improvement in long-term memory retention in adults over the age of 50.,Caffeine consumption can lead to improvement in memory retention in adults.,0.6369487545680549,0.6405681423442975,0.6097190196299922,0.7487090859296481
More than half of the world's oceans have remained completely unexplored by humans.,More than half of the world's oceans have not remained completely unexplored by humans.,More than half of the world's oceans have remained completely unexplored by humans for over a century.,Some of the world's oceans have remained completely unexplored by humans.,0.748002508269989,0.620527473476286,0.746429769085881,0.8445532696410994
Most deep-sea life forms are already discovered and cataloged by marine biologists.,Most deep-sea life forms are not already discovered and cataloged by marine biologists.,Most deep-sea life forms larger than 1 meter are already discovered and cataloged by marine biologists.,Many deep-sea life forms are already discovered and cataloged by marine biologists.,0.2092358540961369,0.842210713426784,0.2863047784738958,0.721806517845284
"In the Milky Way Galaxy, there exists an advanced alien civilization capable of interstellar communication.","In the Milky Way Galaxy, there does not exist an advanced alien civilization capable of interstellar communication.","In the Milky Way Galaxy, there exists an advanced alien civilization capable of interstellar communication that has developed technology far beyond human capabilities.","In the Milky Way Galaxy, there exists an alien civilization capable of communication.",0.09406801705709925,0.10098994122191032,0.07920052156818319,0.09865075072483485
Less than 10% of oceanic species have been discovered and classified by scientists.,10% or more of oceanic species have been discovered and classified by scientists.,Less than 5% of oceanic species have been discovered and classified by scientists.,A significant number of oceanic species have been discovered and classified by scientists.,0.7594928648470564,0.7281422879564926,0.7921660396817535,0.8504587685005758
The Voynich Manuscript is a meaningful encoded text that can be genuinely deciphered.,The Voynich Manuscript is not a meaningful encoded text that can be genuinely deciphered.,The Voynich Manuscript is a meaningful encoded text that can be genuinely deciphered using a specific cryptographic method.,The Voynich Manuscript is a text that can be deciphered.,0.46464342343993925,0.6846931910502415,0.3712803287151648,0.19318783512454502
Most of the oxygen in Earth's atmosphere is produced by plankton.,Most of the oxygen in Earth's atmosphere is not produced by plankton.,Almost all of the oxygen in Earth's atmosphere is produced by plankton in the ocean.,Some of the oxygen in Earth's atmosphere is produced by plankton.,0.8234357869128844,0.8129602877394209,0.8486597557124631,0.8507053767364277
The Voynich manuscript is a meaningful document written in an unknown language or code.,The Voynich manuscript is not a meaningful document written in an unknown language or code.,The Voynich manuscript is a meaningful document written in a complex unknown language or code that contains detailed botanical illustrations.,The Voynich manuscript is a document written in an unknown language or code.,0.7435569419440347,0.28983512698180924,0.8475982379067405,0.947872240147969
More than 10% of the world's languages will cease to be spoken by the end of the 21st century.,Less than or equal to 10% of the world's languages will not cease to be spoken by the end of the 21st century.,More than 15% of the world's languages will cease to be spoken by the end of the 21st century.,Some of the world's languages will cease to be spoken by the end of the 21st century.,0.7878370113770486,0.30928157660535766,0.7497541427888433,0.8501904246109906
Humans will discover evidence of microbial life on Mars.,Humans will not discover evidence of microbial life on Mars.,Humans will discover definitive evidence of complex microbial life on Mars.,Humans will discover evidence of life on Mars.,0.6275692796741602,0.3725906555437097,0.3146260347285869,0.6268536160780102
